lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-0012	2851.0	2091.0	9185.0	2780.0	2339.0	11225.0	13398.0	13162.0	2370.0	11966.0	8669.0	6897.0	6713.0	12824.0	2520.0	4043.0	4937.0	2956.0	4710.0	1629.0	11045.0	3764.0	16077.0	11464.0	2979.0	18615.0	27756.0	15628.0	15343.0	12095.0	1188.0	2913.0	1365.0	8886.0	1239983.0	1744162.518335
sub-0013	3008.0	1691.0	6853.0	2873.0	2507.0	10268.0	14484.0	14373.0	3175.0	14774.0	9445.0	7459.0	5709.0	12234.0	2281.0	3840.0	5617.0	2811.0	4245.0	1793.0	7967.0	3858.0	16177.0	11186.0	2898.0	17345.0	27094.0	15611.0	13674.0	10953.0	1129.0	2929.0	1212.0	8078.0	1195138.0	1670965.707713
sub-0014	2696.0	1660.0	6562.0	4378.0	2028.0	11523.0	12192.0	13782.0	3879.0	14088.0	9732.0	8305.0	5759.0	12377.0	2307.0	3835.0	6364.0	2947.0	5786.0	2670.0	11882.0	3547.0	17482.0	11727.0	2869.0	18048.0	27883.0	17022.0	15206.0	15613.0	1236.0	2954.0	1683.0	8588.0	1330912.0	1922755.793476
sub-0015	2729.0	1693.0	6803.0	2296.0	2989.0	11300.0	15529.0	13068.0	3112.0	12137.0	9485.0	6370.0	5203.0	14056.0	2775.0	4419.0	7198.0	3524.0	4859.0	1680.0	11044.0	3469.0	15280.0	11213.0	4225.0	13491.0	27087.0	15973.0	13796.0	13473.0	877.0	2640.0	1259.0	9442.0	1276578.0	1735724.798317
sub-0016	3904.0	1642.0	5127.0	3179.0	1376.0	12300.0	11659.0	13140.0	2536.0	14411.0	8551.0	5580.0	5340.0	11958.0	2470.0	3713.0	7007.0	3687.0	5561.0	1720.0	10188.0	3753.0	14271.0	10556.0	1588.0	20167.0	26799.0	13808.0	16891.0	14026.0	1345.0	3210.0	1619.0	8201.0	1242580.0	1606513.8614
sub-0017	3653.0	3405.0	8093.0	2769.0	1739.0	11332.0	16838.0	12884.0	3024.0	13719.0	9583.0	5182.0	7107.0	13518.0	2005.0	4404.0	6880.0	2520.0	4794.0	1547.0	10767.0	4563.0	16437.0	10493.0	3394.0	19265.0	27640.0	15518.0	15787.0	11967.0	1226.0	2653.0	1262.0	8358.0	1437465.0	2021737.160453
sub-0018	3093.0	2004.0	9513.0	3748.0	2814.0	10559.0	13528.0	13862.0	3577.0	13139.0	9944.0	8718.0	5673.0	13118.0	2932.0	3911.0	6437.0	3004.0	4341.0	2862.0	12441.0	3793.0	18585.0	12349.0	3862.0	19745.0	29211.0	15958.0	17128.0	17065.0	923.0	3002.0	1492.0	9843.0	1366174.0	1818427.767445
sub-0019	2344.0	1187.0	4085.0	2709.0	1905.0	8546.0	9559.0	10212.0	2302.0	9611.0	6743.0	6111.0	4070.0	10688.0	2033.0	3265.0	3387.0	2416.0	3102.0	1564.0	7469.0	2442.0	12235.0	8597.0	2123.0	14081.0	21190.0	11071.0	12215.0	9062.0	960.0	2451.0	1074.0	6539.0	1028699.0	1420433.913594
sub-0020	2487.0	1424.0	6220.0	2700.0	1968.0	9668.0	11489.0	9496.0	2232.0	10189.0	7853.0	6693.0	4720.0	9771.0	2091.0	3709.0	4640.0	2313.0	4546.0	1781.0	8779.0	2940.0	13070.0	8279.0	2650.0	14958.0	23792.0	12020.0	11560.0	11491.0	952.0	2352.0	1451.0	7339.0	1097813.0	1116386.637573
sub-0021	2556.0	2157.0	7540.0	3497.0	2033.0	11804.0	9961.0	11057.0	3166.0	15879.0	8142.0	7599.0	5462.0	10825.0	1954.0	3520.0	5350.0	2556.0	3519.0	2361.0	10330.0	3529.0	16462.0	9498.0	3073.0	21774.0	26997.0	12064.0	14222.0	14494.0	1072.0	3385.0	1229.0	8146.0	1307087.0	1888793.448063
sub-0022	1654.0	1702.0	8071.0	2586.0	1923.0	11188.0	11113.0	11245.0	2853.0	10956.0	8079.0	5876.0	5491.0	12495.0	2052.0	3222.0	5592.0	2478.0	3591.0	1664.0	9172.0	3437.0	12061.0	9106.0	2464.0	16793.0	23470.0	12929.0	12423.0	12402.0	743.0	2309.0	868.0	6885.0	1163759.0	1644684.158322
sub-0023	2814.0	1955.0	8968.0	2925.0	1749.0	9752.0	15585.0	12534.0	2536.0	13185.0	9709.0	6758.0	6551.0	12580.0	1938.0	4776.0	5978.0	2169.0	4050.0	1933.0	10121.0	3624.0	14580.0	12676.0	3867.0	17186.0	27335.0	18621.0	11897.0	13668.0	1156.0	2439.0	1341.0	7651.0	1261876.0	1804893.717628
sub-0024	3027.0	1946.0	7082.0	2872.0	2148.0	10579.0	13768.0	12954.0	3169.0	12204.0	7588.0	6206.0	5421.0	11928.0	2170.0	3804.0	5150.0	2435.0	4007.0	1613.0	11842.0	4107.0	15203.0	10292.0	3171.0	15073.0	25548.0	13790.0	13493.0	9906.0	1105.0	3444.0	1237.0	8341.0	1118986.0	1643269.313583
sub-0025	1961.0	2224.0	6121.0	2937.0	1663.0	9396.0	11649.0	9203.0	2695.0	11417.0	7323.0	5769.0	4957.0	9969.0	2106.0	3322.0	5093.0	2338.0	3377.0	1863.0	8393.0	3333.0	13477.0	10574.0	3042.0	15581.0	20652.0	14319.0	11765.0	9429.0	965.0	2742.0	1273.0	7244.0	1068488.0	1465085.356993
sub-0026	2441.0	1565.0	6041.0	2826.0	2150.0	9660.0	13808.0	9647.0	2928.0	10191.0	7671.0	5683.0	4528.0	11946.0	1968.0	3265.0	5510.0	2386.0	4094.0	1930.0	9568.0	3435.0	12492.0	8995.0	3990.0	16068.0	23268.0	12733.0	11387.0	10848.0	1074.0	2510.0	1085.0	7848.0	1088793.0	1532717.570346
sub-0027	3544.0	1591.0	5966.0	3054.0	2497.0	11495.0	14239.0	14454.0	3841.0	13086.0	8289.0	6717.0	6672.0	12150.0	2486.0	3439.0	5960.0	3240.0	5078.0	1750.0	10941.0	3425.0	15329.0	9933.0	3931.0	19991.0	25093.0	12351.0	17361.0	15486.0	960.0	3402.0	2135.0	9848.0	1345361.0	1813622.09153
sub-0028	2747.0	1623.0	6859.0	2672.0	2077.0	9953.0	12395.0	9894.0	2567.0	11539.0	7684.0	4729.0	5076.0	10470.0	1958.0	2895.0	4725.0	2061.0	3667.0	1606.0	9536.0	2782.0	14588.0	9695.0	2928.0	12990.0	24655.0	11011.0	12668.0	11217.0	819.0	2086.0	1371.0	6662.0	1102873.0	1522160.282978
sub-0029	2292.0	1777.0	6930.0	2360.0	1815.0	9706.0	10516.0	12316.0	2559.0	9968.0	7261.0	6489.0	5452.0	12214.0	2042.0	4256.0	4531.0	2298.0	4259.0	1665.0	10501.0	3634.0	15069.0	9685.0	3772.0	16183.0	24713.0	13805.0	15092.0	14087.0	1018.0	2528.0	1636.0	8518.0	1192209.0	1708574.067385
sub-0030	2622.0	1460.0	8733.0	3127.0	2212.0	8129.0	14875.0	14879.0	2680.0	12860.0	9011.0	5739.0	5719.0	14833.0	1711.0	3927.0	4544.0	3207.0	4520.0	2561.0	9506.0	3438.0	14404.0	11299.0	3043.0	20626.0	26656.0	14458.0	14541.0	11334.0	881.0	2934.0	1219.0	8908.0	1267112.0	1811818.846742
sub-0031	2757.0	1687.0	6610.0	3097.0	2025.0	10375.0	11444.0	9222.0	2169.0	12391.0	8477.0	5363.0	5004.0	11473.0	2379.0	3287.0	6114.0	2495.0	4675.0	1918.0	9171.0	2865.0	12818.0	9375.0	2514.0	15577.0	26987.0	12463.0	12765.0	14210.0	1044.0	2872.0	1588.0	8245.0	1155135.0	1617388.007545
sub-0032	2973.0	2541.0	6745.0	2950.0	2145.0	11477.0	14638.0	13496.0	3069.0	13820.0	8539.0	6377.0	5818.0	13398.0	2334.0	3680.0	5724.0	2450.0	4073.0	1538.0	11161.0	3076.0	13464.0	10806.0	3403.0	16240.0	26244.0	12718.0	14435.0	10917.0	1075.0	2642.0	1538.0	8086.0	1295955.0	1772926.966109
sub-0033	2548.0	1711.0	5809.0	2433.0	1814.0	8356.0	11051.0	11144.0	2470.0	11109.0	7810.0	5938.0	5345.0	10932.0	1942.0	4479.0	4203.0	2864.0	3827.0	1371.0	10096.0	3623.0	16211.0	8381.0	2655.0	16657.0	26727.0	12678.0	13147.0	9517.0	948.0	2501.0	1058.0	7335.0	1120140.0	1590808.412243
sub-0034	2712.0	1426.0	6498.0	2866.0	2173.0	9758.0	11241.0	11440.0	2476.0	11440.0	7943.0	6150.0	5742.0	12424.0	1962.0	3048.0	4871.0	3221.0	4596.0	1715.0	10772.0	3618.0	14992.0	9593.0	2878.0	14392.0	20811.0	13008.0	12359.0	11001.0	978.0	2414.0	901.0	8062.0	1158355.0	1722431.472151
sub-0035	3171.0	2518.0	5780.0	2985.0	1538.0	11895.0	14074.0	11772.0	2690.0	12031.0	7957.0	7642.0	6451.0	14422.0	2257.0	3216.0	5280.0	2697.0	4527.0	2164.0	10907.0	3686.0	14700.0	10336.0	3409.0	16655.0	23064.0	13609.0	14431.0	13808.0	1178.0	2014.0	1561.0	7692.0	1266172.0	1303140.161366
sub-0036	2366.0	1975.0	6434.0	3191.0	1850.0	9634.0	13336.0	11521.0	2709.0	11928.0	8874.0	6105.0	5184.0	10989.0	1695.0	3738.0	5171.0	2824.0	4382.0	1820.0	9497.0	3230.0	14482.0	11245.0	2982.0	16837.0	27827.0	15542.0	14370.0	12210.0	1128.0	2478.0	1566.0	7773.0	1185176.0	1690529.353187
sub-0037	2210.0	2072.0	6117.0	2643.0	3774.0	9114.0	12809.0	11853.0	3043.0	12607.0	8248.0	6528.0	6283.0	9244.0	3010.0	3381.0	4840.0	3022.0	4346.0	1479.0	9768.0	3008.0	13170.0	10092.0	3271.0	19030.0	26590.0	14657.0	13799.0	10420.0	1264.0	3188.0	1018.0	7655.0	1260345.0	1762522.169334
sub-0038	2988.0	1880.0	7608.0	2459.0	2546.0	9331.0	16715.0	14327.0	2994.0	13668.0	9531.0	5745.0	5843.0	15632.0	2038.0	4095.0	5070.0	2682.0	4108.0	1612.0	9378.0	3126.0	14511.0	11733.0	3673.0	18290.0	26878.0	14331.0	14683.0	11815.0	995.0	2698.0	1092.0	7585.0	1313497.0	1908608.093269
sub-0039	3594.0	2535.0	7370.0	3207.0	2948.0	12634.0	17514.0	14506.0	3459.0	15092.0	9835.0	8055.0	7155.0	14825.0	2740.0	4455.0	6875.0	2792.0	4335.0	1933.0	11144.0	3566.0	15382.0	11579.0	3531.0	18794.0	28243.0	16511.0	14740.0	15030.0	1185.0	2907.0	1487.0	8940.0	1405558.0	1991161.630707
sub-0040	2258.0	1656.0	7330.0	3912.0	1912.0	9792.0	10202.0	9018.0	2275.0	14165.0	9033.0	6575.0	5772.0	10050.0	2043.0	3509.0	4528.0	3148.0	4873.0	2411.0	10482.0	3162.0	12771.0	9922.0	3178.0	17484.0	24081.0	12570.0	13153.0	12674.0	974.0	2271.0	1409.0	8002.0	1101223.0	1458229.049622
sub-0041	2053.0	1675.0	6430.0	2852.0	3284.0	12126.0	12921.0	14472.0	2763.0	9983.0	7872.0	7583.0	4412.0	10976.0	1977.0	3464.0	4551.0	2575.0	3581.0	1952.0	9125.0	2888.0	14028.0	10367.0	2642.0	17486.0	26696.0	13897.0	10817.0	9926.0	1032.0	2942.0	861.0	8107.0	1272176.0	1714159.947424
sub-0042	2136.0	2160.0	8055.0	2908.0	2254.0	12530.0	12095.0	12302.0	2809.0	11783.0	10563.0	7658.0	6547.0	12013.0	2403.0	4535.0	5503.0	3402.0	4257.0	2090.0	10250.0	4103.0	16325.0	11575.0	3643.0	21372.0	30070.0	17919.0	12631.0	15792.0	1358.0	2579.0	1180.0	8088.0	1326070.0	1856705.727164
sub-0043	3105.0	1750.0	7854.0	2816.0	1984.0	11164.0	11331.0	11108.0	2175.0	12711.0	9837.0	6179.0	5676.0	10415.0	1905.0	3568.0	5145.0	2871.0	4353.0	1818.0	8910.0	3157.0	15128.0	9449.0	3067.0	18960.0	27479.0	13955.0	13221.0	13519.0	812.0	2593.0	1461.0	8598.0	1257649.0	1513276.1204
sub-0044	3083.0	2774.0	7865.0	3754.0	2133.0	11155.0	14845.0	12293.0	2429.0	11201.0	8680.0	6917.0	5520.0	12031.0	1926.0	4482.0	3941.0	2458.0	2972.0	1857.0	11828.0	4508.0	17030.0	11664.0	3572.0	17796.0	26148.0	16273.0	15797.0	12600.0	1064.0	2491.0	1481.0	7280.0	1193209.0	1468002.877136
sub-0045	2335.0	1535.0	4408.0	3111.0	2912.0	10493.0	13441.0	9051.0	2916.0	12039.0	7116.0	6095.0	5427.0	8544.0	2477.0	3539.0	3560.0	2145.0	2429.0	2155.0	8433.0	3240.0	12134.0	9194.0	2096.0	14983.0	20371.0	13918.0	11213.0	9658.0	1273.0	2818.0	910.0	6027.0	1090944.0	1530878.713819
sub-0046	3554.0	1774.0	7061.0	2689.0	2358.0	11919.0	13647.0	12090.0	2696.0	11849.0	8914.0	6114.0	5254.0	13152.0	2628.0	3837.0	4296.0	2528.0	4271.0	1686.0	9093.0	3312.0	13771.0	11222.0	2881.0	17909.0	27494.0	13471.0	13021.0	13115.0	1130.0	2225.0	1359.0	7865.0	1160547.0	1634381.143677
sub-0047	2536.0	2055.0	6468.0	2750.0	2197.0	10941.0	11359.0	11250.0	2847.0	9718.0	8087.0	6343.0	5387.0	12171.0	2194.0	3472.0	4514.0	2749.0	4273.0	1735.0	9880.0	3179.0	13166.0	11233.0	2929.0	17397.0	22552.0	13083.0	11531.0	13564.0	934.0	2420.0	1286.0	7052.0	1153788.0	1565252.440102
sub-0048	3546.0	2652.0	10574.0	2548.0	2494.0	10901.0	13917.0	12446.0	2836.0	8873.0	9121.0	6224.0	5995.0	14648.0	2407.0	4044.0	6450.0	2792.0	5366.0	1838.0	10061.0	3540.0	15223.0	11544.0	3310.0	20862.0	30439.0	15073.0	14605.0	15837.0	1107.0	2653.0	1111.0	8989.0	1339154.0	1939637.004362
sub-0049	2356.0	1411.0	4760.0	1646.0	2198.0	8185.0	8414.0	9518.0	1981.0	8644.0	5991.0	4436.0	4595.0	9110.0	2152.0	3556.0	3948.0	1939.0	2846.0	1203.0	7783.0	2692.0	11073.0	7590.0	1930.0	13498.0	24421.0	9292.0	10543.0	9988.0	917.0	1972.0	861.0	5994.0	969618.0	1179663.602216
sub-0050	2557.0	2484.0	7290.0	3091.0	2290.0	10471.0	13087.0	11612.0	2704.0	11255.0	7892.0	5790.0	5452.0	10944.0	2436.0	3713.0	5175.0	2549.0	3850.0	2122.0	8730.0	2995.0	13824.0	10712.0	2650.0	17071.0	23039.0	13377.0	14193.0	12199.0	956.0	2863.0	1410.0	8932.0	1176473.0	1641305.96793
sub-0051	2558.0	1665.0	8195.0	2253.0	1909.0	9505.0	9557.0	10448.0	2665.0	9179.0	7306.0	3881.0	4714.0	12304.0	1793.0	2357.0	5201.0	2284.0	3610.0	1354.0	7302.0	2773.0	12270.0	7867.0	2155.0	15873.0	23364.0	12888.0	11104.0	12284.0	953.0	2316.0	1223.0	6780.0	1077107.0	1553705.335345
sub-0052	2713.0	2061.0	7488.0	3012.0	2386.0	10439.0	14439.0	12316.0	2703.0	13866.0	8493.0	6661.0	6089.0	13455.0	2274.0	4749.0	4497.0	2376.0	3321.0	1729.0	11051.0	3126.0	14750.0	11247.0	2612.0	14533.0	26141.0	12729.0	13019.0	12893.0	1104.0	2977.0	1492.0	7851.0	1231332.0	1794545.892208
sub-0053	2367.0	2035.0	6391.0	3958.0	3062.0	8910.0	11730.0	13314.0	2840.0	11172.0	8994.0	6093.0	4787.0	11849.0	2829.0	3971.0	6741.0	2961.0	4285.0	2159.0	11198.0	3938.0	14596.0	11329.0	3496.0	18264.0	25750.0	15748.0	13264.0	13010.0	914.0	2826.0	1333.0	8699.0	1235594.0	1713934.322662
sub-0054	2673.0	1278.0	8312.0	3229.0	2954.0	10974.0	13179.0	12481.0	3449.0	12131.0	10529.0	8742.0	5491.0	11282.0	2520.0	4538.0	6781.0	2623.0	4810.0	2590.0	9476.0	3756.0	15579.0	12664.0	2755.0	20810.0	31287.0	15276.0	13638.0	13036.0	1307.0	2588.0	1219.0	10694.0	1290464.0	1819957.354736
sub-0055	3286.0	1901.0	8148.0	2348.0	2512.0	13432.0	13996.0	13260.0	3258.0	12775.0	9389.0	7251.0	6608.0	12750.0	2321.0	4120.0	5344.0	3097.0	4660.0	1608.0	10369.0	3883.0	15666.0	11760.0	3474.0	18995.0	25446.0	14236.0	15417.0	17191.0	1042.0	2529.0	1445.0	9218.0	1301863.0	1841692.931949
sub-0056	2802.0	2074.0	7473.0	2875.0	2057.0	10719.0	14486.0	11742.0	3340.0	12049.0	10099.0	6083.0	5900.0	10686.0	1953.0	3566.0	5591.0	2976.0	4204.0	1521.0	10043.0	3367.0	15187.0	10850.0	3021.0	18724.0	26343.0	15231.0	15003.0	13851.0	1124.0	2824.0	1739.0	8260.0	1223181.0	1726790.267153
sub-0057	3953.0	1140.0	7544.0	3874.0	1827.0	10510.0	13993.0	12772.0	3304.0	13354.0	10189.0	7225.0	6002.0	10495.0	2354.0	3622.0	6295.0	2716.0	4261.0	2876.0	10308.0	3731.0	15179.0	11678.0	2960.0	16725.0	23320.0	11207.0	13107.0	11490.0	986.0	3500.0	1761.0	8116.0	1221261.0	1791998.130622
sub-0058	2556.0	1597.0	6538.0	2006.0	1623.0	10395.0	10781.0	14210.0	2505.0	10673.0	8765.0	5067.0	5726.0	12138.0	1842.0	4319.0	4830.0	2534.0	4826.0	1544.0	10867.0	3425.0	15403.0	10185.0	3897.0	16059.0	28609.0	11512.0	16114.0	9880.0	964.0	2357.0	1695.0	8422.0	1257269.0	1844712.602704
sub-0059	1972.0	2548.0	8202.0	4060.0	2396.0	9497.0	11639.0	12254.0	3206.0	12937.0	8695.0	6654.0	4796.0	10460.0	2569.0	3317.0	6699.0	2525.0	4708.0	1968.0	10999.0	3094.0	15305.0	11512.0	3787.0	17570.0	28103.0	14327.0	10268.0	10556.0	1024.0	3514.0	991.0	7566.0	1212318.0	1715027.582758
sub-0060	2774.0	2673.0	9517.0	2729.0	1645.0	11055.0	14280.0	15033.0	2913.0	11574.0	8792.0	6610.0	5602.0	14999.0	2359.0	4134.0	7287.0	2433.0	5761.0	1925.0	9007.0	3795.0	14865.0	12054.0	3269.0	18419.0	27356.0	15985.0	13822.0	13150.0	891.0	2295.0	1147.0	9119.0	1341550.0	1955028.391749
sub-0061	1959.0	1426.0	5890.0	2680.0	1907.0	10457.0	12193.0	10760.0	3408.0	11539.0	7927.0	5760.0	4756.0	10259.0	1898.0	3407.0	5311.0	2710.0	4678.0	1589.0	8666.0	2767.0	11128.0	10856.0	2599.0	15163.0	25205.0	12481.0	12336.0	11440.0	774.0	2330.0	1302.0	7253.0	1155865.0	1530478.13145
sub-0062	2240.0	2402.0	8061.0	2867.0	1675.0	8840.0	10840.0	9132.0	2674.0	12825.0	9040.0	6994.0	5104.0	10613.0	1655.0	3986.0	5528.0	2099.0	4094.0	2091.0	9745.0	3876.0	15510.0	9971.0	2884.0	17583.0	25258.0	13774.0	14726.0	11929.0	872.0	1916.0	1387.0	7421.0	1176317.0	1630497.984109
sub-0063	3011.0	2044.0	6247.0	3262.0	1904.0	11224.0	16108.0	13435.0	3150.0	12962.0	7759.0	7873.0	4580.0	13677.0	2017.0	3620.0	4762.0	2637.0	2912.0	1688.0	9836.0	3604.0	16755.0	10445.0	2888.0	14602.0	24582.0	12930.0	15446.0	14032.0	940.0	2636.0	1556.0	8555.0	1262379.0	1833881.478629
sub-0064	2795.0	1936.0	6247.0	2466.0	2286.0	8965.0	12846.0	11324.0	2255.0	10506.0	7883.0	6225.0	5903.0	11067.0	2266.0	3101.0	5170.0	2553.0	4129.0	1330.0	9683.0	3633.0	13061.0	10015.0	2957.0	16332.0	20454.0	13915.0	14032.0	12841.0	947.0	2442.0	1529.0	7207.0	1190483.0	1602494.02826
sub-0065	2581.0	1281.0	5660.0	2599.0	2148.0	9883.0	10815.0	11377.0	2423.0	10683.0	7041.0	6472.0	4411.0	10483.0	1925.0	3241.0	4680.0	2289.0	4026.0	1357.0	8789.0	3158.0	14380.0	9550.0	2377.0	15765.0	23197.0	15598.0	13782.0	13089.0	938.0	2626.0	1256.0	6673.0	1188109.0	1613425.615346
sub-0066	2814.0	2008.0	7695.0	4472.0	2658.0	13652.0	15559.0	14966.0	2890.0	18608.0	9528.0	5534.0	7403.0	12057.0	2559.0	3636.0	6116.0	3348.0	4496.0	3104.0	10464.0	3677.0	14260.0	11216.0	3099.0	21456.0	27828.0	15005.0	16567.0	11519.0	1072.0	3713.0	1857.0	8036.0	1392196.0	1996163.825521
sub-0067	2490.0	982.0	7978.0	2782.0	1781.0	10296.0	12956.0	9883.0	2023.0	12597.0	8596.0	4354.0	5031.0	9207.0	1678.0	3326.0	4753.0	2606.0	3672.0	1643.0	9488.0	2841.0	12298.0	9459.0	2872.0	16330.0	23722.0	13998.0	13628.0	9743.0	920.0	2112.0	1167.0	6943.0	1075718.0	1494282.069998
sub-0068	3025.0	1686.0	9092.0	2620.0	1944.0	10503.0	12561.0	9316.0	2652.0	11203.0	8040.0	5464.0	5860.0	11359.0	2058.0	3749.0	5721.0	2855.0	4232.0	1721.0	9144.0	4120.0	15124.0	9809.0	2844.0	14601.0	24922.0	12558.0	11378.0	12753.0	1041.0	2542.0	1135.0	7053.0	1209364.0	1652767.024274
sub-0069	2804.0	1229.0	5714.0	2254.0	1617.0	9233.0	14435.0	10976.0	2433.0	10259.0	7307.0	5730.0	5791.0	12008.0	1688.0	4020.0	5047.0	2434.0	4319.0	1517.0	10156.0	3224.0	13550.0	9790.0	1783.0	13885.0	23645.0	12452.0	13205.0	10675.0	945.0	1870.0	1399.0	7892.0	1157446.0	1227526.817404
